word,len
化学進化,4
化工,2
化成,2
化楽天,3
化物,2
化物屋敷,4
化生,2
化石,2
化石人類,4
化石燃料,4
化粧,2
化粧下,3
化粧品,3
化粧水,3
化艦水,3
化警人類,4
化身,2
化鳥風,3
北上,2
北九州,3
北京,2
北伐,2
北側,2
北半,2
北口,2
北周,2
北国,2
北壁,2
北大,2
北天,2
北家,2
北山,2
北岸,2
北支,2
北斉,2
北斗,2
北方,2
北朝,2
北朝鮮,3
北東,2
北極,2
北欧,2
北洋,2
北流,2
北海,2
北海道,3
北満,2
北端,2
北米,2
北緯,2
北行,2
北西,2
北軍,2
北辺,2
北進,2
北郊,2
北部,2
北都,2
北門,2
北限,2
北陸,2
北陸道,3
北面,2
北韓,2
北風,2
北館,2
北麓,2
匹敵,2
区会,2
区内,2
区分,2
区別,2
区名,2
区域,2
区政,2
区民,2
区画,2
区立,2
区議,2
区道,2
区長,2
区間,2
医事,2
医務,2
医員,2
医大,2
医学,2
医学書,3
医官,2
医家,2
医局,2
医師,2
医書,2
医業,2
医用,2
医療,2
医科,2
医科大学,4
医者,2
医薬,2
医薬部外品,5
医術,2
医道,2
医長,2
医院,2
匿名,2
十三,2
十両,2
十二分,3
十二指腸,4
十五夜,3
十人,2
十人並,3
十人十色,4
十代,2
十体,2
十傑,2
十全,2
十八番,3
十六夜,3
十分,2
十地,2
十字,2
十字路,3
十干,2
十年一日,4
十年一昔,4
十徳,2
十手,2
十指,2
十文字,3
十方,2
十日,2
十王,2
千万,2
千世,2
千両箱,3
千人,2
千人力,3
千代,2
千代田,3
千変万化,4
千夜,2
千夜一夜物語,6
千字文,3
千客万来,4
千家,2
千尋,2
千島,2
千年,2
千年王国,4
千手,2
千手観音,4
千日手,3
千早,2
千木,2
千本,2
千本格子,4
千本湿地,4
千歳,2
千畳敷,3
千石船,3
千秋,2
千種,2
千草,2
千葉,2
千言,2
千言万語,4
千載,2
千里,2
千金,2
千鳥,2
千鳥定,3
午前,2
午後,2
半上半下,4
半主権国,4
半人,2
半人前,3
半兵衛,3
半円,2
半分,2
半双,2
半周,2
半国,2
半地下,3
半壊,2
半夏,2
半夏生,3
半島,2
半平,2
半年,2
半径,2
半数,2
半文,2
半旗,2
半日,2
半日仕事,4
半月,2
半期,2
半歩,2
半済,2
半減,2
半濁音,3
半焼,2
半熟,2
半獣,2
半球,2
半生,2
半田,2
半神,2
半端,2
半紙,2
半袖,2
半裸,2
半角,2
半身,2
半農,2
半鐘,2
半面,2
半音,2
半額,2
卑下,2
卑劣,2
卑屈,2
卒中,2
卒倒,2
卒去,2
卒園,2
卒塔婆,3
卒後,2
卒業,2
卒業制作,4
卒業生,3
卒業論文,4
卒論,2
卒都婆,3
卓上,2
卓球,2
卓越,2
協会,2
協働,2
協力,2
協同,2
協和,2
協商,2
協奏,2
協定,2
協業,2
協約,2
協調,2
協議,2
協賛,2
南下,2
南京,2
南仏,2
南側,2
南光,2
南北,2
南北朝,3
南南東,3
南口,2
南器,2
南国,2
南壁,2
南天,2
南家,2
南寧,2
南山,2
南岸,2
南征,2
南支,2
南斉,2
南斗,2
南方,2
南朝,2
南東,2
南極,2
南欧,2
南洋,2
南流,2
南海,2
南海道,3
南満,2
南無,2
南画,2
南端,2
南米,2
南緯,2
南蛮,2
南西,2
南軍,2
南進,2
南郊,2
南部,2
南都,2
南門,2
南限,2
南面,2
南風,2
南館,2
南麓,2
単一,2
単一物,3
単三,2
単位,2
単体,2
単価,2
単元,2
単刀直入,4
単剤,2
単勝,2
単品,2
単射,2
単座,2
単式,2
単性,2
単打,2
単数,2
単板,2
単機,2
単独,2
単独行動,4
単球,2
単発,2
単相,2
単眼,2
単科,2
単立,2
単糖,2
単純,2
単線,2
単色,2
単葉,2
単行,2
単行本,3
単装,2
単複,2
単記,2
単語,2
単調,2
単身,2
単車,2
単離,2
単音,2
単項,2
単騎,2
博士,2
博士課程,4
博多,2
博学,2
博徒,2
博愛,2
博打,2
博物,2
博物標本,4
博覧,2
博識,2
博雅,2
占城,2
占拠,2
占星,2
占有,2
占用,2
占術,2
占領,2
印判,2
印刷,2
印加,2
印可,2
印字,2
印度,2
印影,2
印書,2
印欧,2
印画,2
印税,2
印章,2
印籠,2
印紙,2
印譜,2
印象,2
印鑑,2
危害,2
危急,2
危惧,2
危機,2
危篤,2
危険,2
危難,2
即位,2
即刻,2
即効,2
即売,2
即席,2
即座,2
即応,2
即断,2
即日,2
即時,2
即死,2
即決,2
即発,2
即答,2
即興,2
却下,2
卵割,2
卵型,2
卵塊,2
卵子,2
卵巣,2
卵形,2
卵殻,2
卵生,2
卵白,2
卵管,2
卵胞,2
卵黄,2
卸商,2
卸問屋,3
卸売,2
厄介,2
厄年,2
厄災,2
厄神,2
厄除,2
厚司,2
厚子,2
厚志,2
厚意,2
厚手,2
厚板,2
厚生,2
厚紙,2
厚遇,2
原人,2
原付,2
原作,2
原価,2
原像,2
原典,2
原初,2
原則,2
原動,2
原口,2
原名,2
原告,2
原器,2
原因,2
原型,2
原基,2
原始,2
原始人,3
原子,2
原子番号,4
原字,2
原審,2
原寸,2
原寸大,3
原形,2
原文,2
原料,2
原曲,2
原書,2
原木,2
原本,2
原案,2
原水,2
原水爆,3
原油,2
原泉,2
原液,2
原潜,2
原点,2
原爆,2
原版,2
原物,2
原状,2
原理,2
原生,2
原生代,3
原生動物,4
原生生物,4
原産,2
原産地,3
原由,2
原画,2
原発,2
原盤,2
原石,2
原石器,3
原種,2
原稿,2
原簿,2
原紙,2
原級,2
原罪,2
原義,2
原腸,2
原色,2
原著,2
原虫,2
原詩,2
原語,2
原論,2
原資,2
原郷,2
原酒,2
原野,2
原隊,2
原音,2
原題,2
厳冬,2
厳命,2
厳守,2
厳密,2
厳寒,2
厳島,2
厳戒,2
厳明,2
厳格,2
厳正,2
厳然,2
厳禁,2
厳粛,2
厳罰,2
厳選,2
厳重,2
去勢,2
去声,2
去就,2
去年,2
去来,2
参上,2
参与,2
参事,2
参事会,3
参会,2
参入,2
参内,2
参列,2
参加,2
参勤,2
参勤交代,4
参向,2
参壇,2
参学,2
参宮,2
参府,2
参戦,2
参拝,2
参政,2
参照,2
参画,2
参禅,2
参籠,2
参考,2
参考人,3
参観,2
参詣,2
参謀,2
参謀本部,4
参議,2
参道,2
参院,2
参陣,2
参集,2
又従兄,3
又従兄弟,4
及第,2
友人,2
友好,2
友子,2
友引,2
友情,2
友愛,2
友成,2
友禅,2
友軍,2
友達,2
双六,2
双子,2
双子醸,3
双対,2
双幅,2
双数,2
双方,2
双方向,3
双書,2
双極,2
双樹,2
双璧,2
双生,2
双発,2
双眼,2
双紙,2
双葉,2
双頭,2
反乱,2
反例,2
反共,2
反則,2
反動,2
反対,2
反射,2
反帝,2
反復,2
反応,2
反感,2
反戦,2
反抗,2
反抗心,3
反撃,2
反攻,2
反故,2
反旗,2
反日,2
反映,2
反核,2
反物,2
反発,2
反発力,3
反目,2
反省,2
反米,2
反英,2
反訴,2
反証,2
反論,2
反跳,2
反転,2
反逆,2
反面,2
反響,2
反骨,2
反魂,2
収入,2
収受,2
収奪,2
収容,2
収差,2
収得,2
収拾,2
収支,2
収束,2
収率,2
収用,2
収益,2
収監,2
収税,2
収穫,2
収納,2
収縮,2
収蔵,2
収賄,2
収載,2
収量,2
収録,2
収集,2
収集家,3
叔母,2
叔父,2
取付,2
取引,2
取得,2
取手,2
取扱,2
取捨,2
取替,2
取材,2
取次,2
取水,2
取消,2
取立,2
取組,2
取締,2
取調,2
受付,2
受任,2
受信,2
受傷,2
受像,2
受入,2
受刑,2
受動,2
受勲,2
受取,2
受容,2
受戒,2
受検,2
受注,2
受洗,2
受理,2
受発注,3
受益,2
受章,2
受粉,2
受精,2
受給,2
受肉,2
受胎,2
受託,2
受診,2
受話,2
受諾,2
受講,2
受賞,2
受身,2
受難,2
受電,2
受領,2
受験,2
受験生,3
叙事,2
叙任,2
叙位,2
叙勲,2
叙情,2
叙爵,2
叙述,2
叙階,2
叢類羨,3
口上,2
口上人,3
口上代,3
口上商人,4
口上手,3
口上書,3
口下手,3
口不調法,4
口中,2
口伝,2
口元,2
口先,2
口八丁,3
口内,2
口分,2
口分田,3
口前,2
口口,2
口唇,2
口器,2
口外,2
口外無用,4
口実,2
口小言,3
口広言,3
口座,2
口径,2
口忠実,3
口手間,3
口承,2
口承文芸,4
口数,2
口書,2
口気,2
口演,2
口火,2
口癖,2
口碑,2
口笛,2
口約,2
口紅,2
口細,2
口絵,2
口縁,2
口臭,2
口蓋,2
口角,2
口言葉,3
口話法,3
口語,2
口語体,3
口語形,3
口語文,3
口語文法,4
口調,2
口調法,3
口論,2
口車,2
口述,2
口金,2
口頭,2
口頭弁論,4
口養,2
古事,2
古事記,3
古人,2
古今,2
古代,2
古代文明,4
古伝,2
古傷,2
古儀,2
古典,2
古制,2
古刹,2
古参,2
古古米,3
古史,2
古名,2
古国,2
古地図,3
古地理,3
古地理学,4
古城,2
古墳,2
古字,2
古家,2
古察,2
古寺,2
古屋,2
古川,2
古巣,2
古希,2
古式,2
古手,2
古文,2
古文書,3
古文書学,4
古書,2
古期,2
古木,2
古本,2
古来,2
古松,2
古株,2
古楽,2
古池,2
古河,2
古泉,2
古注,2
古活字本,4
古流,2
古渡,2
古物,2
古物商,3
古生代,3
古生物学,4
古町,2
古画,2
古着,2
古称,2
古筆,2
古紙,2
古義,2
古老,2
古葉,2
古記,2
古語,2
古豪,2
古跡,2
古道,2
古都,2
古酒,2
古里,2
古銭,2
古風,2
古馬,2
句会,2
句点,2
句碑,2
句読点,3
句集,2
召使,2
召命,2
召喚,2
召還,2
召集,2
可動,2
可否,2
可哀想,3
可塑,2
可変,2
可愛,2
可成,2
可換,2
可汗,2
可決,2
可溶,2
可燃,2
可用,2
可算,2
可聴,2
可能,2
可視,2
可読,2
可逆,2
可食,2
台下,2
台北,2
台地,2
台場,2
台帳,2
台座,2
台形,2
台所,2
台数,2
台木,2
台本,2
台湾,2
台紙,2
台詞,2
台車,2
台頭,2
台風,2
史上,2
史伝,2
史劇,2
史学,2
史実,2
史家,2
史料,2
史書,2
史生,2
史略,2
史的,2
史籍,2
史観,2
史記,2
史話,2
史談,2
史論,2
史跡,2
右上,2
右下,2
右側,2
右傾,2
右前,2
右図,2
右奥,2
右岸,2
右左,2
右左折,3
右手,2
右折,2
右方,2
右横,2
右派,2
右目,2
右眼,2
右端,2
右筆,2
右翼,2
右肘,2
右肩,2
右脚,2
右脳,2
右腕,2
右舷,2
右記,2
右足,2
右辺,2
右近,2
右隣,2
号令,2
号外,2
号数,2
号泣,2
号砲,2
司令,2
司会,2
司会者,3
司会進行,4
司式,2
司徒,2
司教,2
司書,2
司法,2
司法修習生,5
司法試験,4
司祭,2
司空,2
司馬,2
各人,2
各位,2
各個,2
各停,2
各党,2
各区,2
各回,2
各国,2
各地,2
各室,2
各局,2
各層,2
各州,2
各巻,2
各市,2
各店,2
各戸,2
各所,2
各日,2
各月,2
各校,2
各派,2
各界,2
各省,2
各県,2
各社,2
各科,2
各種,2
各紙,2
各線,2
各自,2
各藩,2
各行,2
各誌,2
各課,2
各論,2
各部,2
各階,2
各面,2
各項,2
各館,2
各駅,2
各駅停車,4
合一,2
合体,2
合体字,3
合作,2
合併,2
合冊,2
合剤,2
合力,2
合力金,3
合口,2
合同,2
合同式,3
合名,2
合名会社,4
合否,2
合唱,2
合図,2
合奏,2
合字,2
合宿,2
合宿所,3
合巻,2
合弁,2
合従,2
合意,2
合憲,2
合成,2
合成石油,4
合成語,3
合戦,2
合掌,2
合服,2
合本,2
合板,2
合格,2
合格発表,4
合格祈願,4
合歓,2
合気,2
合気道,3
合法,2
合法性,3
合流,2
合流地歳,4
合流地点,4
合点,2
合物,2
合理,2
合理主義,4
合理化,3
合理性,3
合着,2
合算,2
合羽,2
合肥,2
合致,2
合葬,2
合衆国,3
合言葉,3
合計,2
合計金額,4
合議,2
合資,2
合邦,2
合金,2
合金鉄,3
合鍵,2
合間,2
合間小間,4
吉備,2
吉兆,2
吉凶,2
吉方,2
吉日,2
吉次,2
吉祥,2
同一,2
同一人物,4
同一体,3
同一化,3
同一原理,4
同一哲学,4
同一性,3
同一法,3
同上,2
同中,2
同乗,2
同事,2
同人,2
同人誌,3
同仁,2
同伴,2
同位,2
同体,2
同作,2
同値,2
同僚,2
同党,2
同列,2
同前,2
同化,2
同化作用,4
同区,2
同名,2
同名異人,4
同君,2
同和,2
同品質,3
同国,2
同地,2
同型,2
同士,2
同大,2
同好,2
同姓,2
同学,2
同学年,3
同定,2
同室,2
同家,2
同封,2
同小,2
同局,2
同居,2
同居人,3
同居義務,4
同属,2
同島,2
同州,2
同左,2
同市,2
同席,2
同年,2
同年代,3
同庁,2
同床異夢,4
同店,2
同府,2
同座,2
同形,2
同役,2
同心,2
同志,2
同性,2
同情,2
同情心,3
同意,2
同意書面,4
同意語,3
同感,2
同慶,2
同所,2
同数,2
同文,2
同文同種,4
同断,2
同族,2
同族会社,4
同日,2
同時,2
同時代人,4
同時通訳,4
同時進行,4
同書,2
同月,2
同期,2
同期生,3
同本,2
同村,2
同校,2
同根,2
同格,2
同業,2
同業団体,4
同業者,3
同様,2
同権,2
同機,2
同母,2
同氏,2
同治,2
同法,2
同派,2
同港,2
同源,2
同点,2
同然,2
同率,2
同生,2
同町,2
同異,2
同盟,2
同盟国,3
同相,2
同省,2
同県,2
同着,2
同社,2
同祖,2
同種,2
同種同文,4
同窓,2
同窓会,3
同等,2
同系,2
同紙,2
同級,2
同級生,3
同素体,3
同線,2
同罪,2
同署,2
同義,2
同者,2
同職,2
同胞,2
同船,2
同艦,2
同色,2
同藩,2
同行,2
同行一人,4
同行二人,4
同裏,2
同覇生,3
同誌,2
同調,2
同質,2
同車,2
同軸,2
同輩,2
同道,2
同遡,2
同郷,2
同量,2
同鑑,2
同門,2
同院,2
同隊,2
同音,2
同音異義語,5
同額,2
同類,2
同類意識,4
同風,2
同館,2
同鹼,2
名主,2
名人,2
名人上手,4
名人戦,3
名人気質,4
名人芸,3
名代,2
名作,2
名作物,3
名僧,2
名優,2
名刀,2
名分,2
名分論,3
名刹,2
名刺,2
名前,2
名勝,2
名匠,2
名医,2
名取,2
名古屋,3
名句,2
名台詞,3
名号,2
名君,2
名品,2
名器,2
名園,2
名地,2
名城,2
名場面,3
名士,2
名声,2
名大,2
名子,2
名字,2
名宛人,3
名宝,2
名実,2
名家,2
名寄,2
名将,2
名局,2
名山,2
名峰,2
名川,2
名工,2
名帳,2
名店,2
名慶,2
名所,2
名所図会,4
名手,2
名数,2
名文,2
名文句,3
名文家,3
名曲,2
名月,2
名望,2
名望家,3
名木,2
名札,2
名案,2
名機,2
名残,2
名水,2
名流,2
名湯,2
名演,2
名物,2
名物寒,3
名物料理,4
名物男,3
名物記,3
名犬,2
名状,2
名球会,3
名璧,2
名産,2
名産物,3
名田,2
名画,2
名盤,2
名目,2
名目論,3
名神,2
名称,2
名簿,2
名縁気質,4
名羨,2
名義,2
名義人,3
名臣,2
名花,2
名草,2
名著,2
名言,2
名詞,2
名詞法,3
名誉,2
名誉会員,4
名誉心,3
名誉教授,4
名説,2
名論,2
名越,2
名跡,2
名車,2
名選手,3
名鉄,2
名鑑,2
名門,2
名題下,3
名馬,2
名騰,2
名髪,2
后妃,2
吏員,2
吏部,2
吐出,2
吐息,2
吐血,2
吐露,2
向上,2
向上心,3
向学,2
向学心,3
向後,2
向拝,2
向日,2
君主,2
君子,2
君臣,2
君臨,2
吟味,2
吟遊,2
吟醸,2
否定,2
否応,2
否決,2
否認,2
含意,2
含有,2
含水,2
含量,2
吸入,2
吸収,2
吸引,2
吸気,2
吸水,2
吸湿,2
吸盤,2
吸着,2
吸虫,2
吸血,2
吸音,2
吹上,2
吹奏,2
吹替,2
吹聴,2
吹雪,2
呈示,2
呉服,2
呉竹,2
呉越,2
呉音,2
告別,2
告発,2
告白,2
告知,2
告示,2
告解,2
告訴,2
周分自身,4
周到,2
周回,2
周囲,2
周壁,2
周年,2
周延,2
周忌,2
周旋,2
周易,2
周期,2
周波,2
周知,2
周縁,2
周腹,2
周航,2
周辺,2
周遊,2
周長,2
周防,2
呪力,2
呪怨,2
呪文,2
呪法,2
呪物,2
呪符,2
呪縛,2
呪術,2
味噌,2
味得,2
味方,2
味物,2
味見,2
味覚,2
呼出,2
呼吸,2
呼子,2
呼応,2
呼気,2
呼称,2
命中,2
命令,2
命令文,3
命令法,3
命名,2
命名式,3
命婦,2
命数,2
命日,2
命綱,2
命脈,2
命運,2
命題,2
和人,2
和合,2
和名,2
和国,2
和声,2
和子,2
和学,2
和室,2
和尚,2
和布,2
和平,2
和式,2
和敬,2
和文,2
和文体,3
和暦,2
和書,2
和服,2
和本,2
和楽,2
和様,2
和歌,2
和歌山,3
和気,2
和泉,2
和洋,2
和漢,2
和牛,2
和物,2
和睦,2
和種,2
和算,2
和約,2
和紙,2
和船,2
和英,2
和菓子,3
和行,2
和裁,2
和装,2
和製,2
和親,2
和解,2
和訓,2
和訳,2
和語,2
和議,2
和郎,2
和銅,2
和音,2
和風,2
和食,2
和食器,3
和魂,2
咽喉,2
咽頭,2
哀公,2
哀帝,2
哀悼,2
哀愁,2
哀楽,2
哀歌,2
品代,2
品位,2
品名,2
品性,2
品数,2
品書,2
品格,2
品物,2
品番,2
品目,2
品種,2
品等,2
品等法,3
品薄,2
品行,2
品行方正,4
品評,2
品評会,3
品詞,2
品質,2
品質管理,4
員外,2
員数,2
員数外,3
員覆,2
員釈,2
哲人,2
哲学,2
哲学用語,4
哲理,2
哺乳,2
唇弁,2
唇歯,2
唇音,2
唐人,2
唐代,2
唐名,2
唐子,2
唐山,2
唐戸,2
唐朝,2
唐木,2
唐松,2
唐橋,2
唐津,2
唐物,2
唐突,2
唐草,2
唐詩,2
唐辛子,3
唐門,2
唯一,2
唯一無二,4
唯心,2
唯物,2
唯美,2
唯識,2
唱和,2
唱導,2
唱歌,2
唾液,2
商事,2
商事会社,4
商人,2
商会,2
商務,2
商号,2
商品,2
商品作物,4
商圏,2
商売,2
商大,2
商学,2
商家,2
商工,2
商工業,3
商店,2
商戦,2
商才,2
商材,2
商業,2
商業地区,4
商業演劇,4
商業美術,4
商標,2
商権,2
商機,2
商法,2
商用,2
商用文,3
商社,2
商科,2
商船,2
商船大学,4
商談,2
商議,2
商銀,2
商館,2
問屋,2
問屋場,3
問答,2
問診,2
問責,2
問題,2
問題外,3
啓上,2
啓典,2
啓発,2
啓示,2
善人,2
善導,2
善後,2
善徳,2
善悪,2
善意,2
善戦,2
善政,2
善日,2
善本,2
善玉,2
善男,2
善知鳥,3
善神,2
善美,2
善良,2
善行,2
善隣,2
喉元,2
喉頭,2
喚問,2
喚起,2
喜劇,2
喜寿,2
喜怒,2
喜捨,2
喝采,2
喪主,2
喪失,2
喪服,2
喪神,2
喫水,2
喫煙,2
喫緊,2
喫茶,2
営利,2
営口,2
営団,2
営巣,2
営林,2
営業,2
営繕,2
営農,2
営造,2
嗅覚,2
嗣子,2
嗣目,2
嘆息,2
嘆願,2
嘱望,2
嘱託,2
嘲笑,2
器具,2
器官,2
器材,2
器械,2
器楽,2
器物,2
器用,2
器用人,3
器質,2
器量,2
器量人,3
噴出,2
噴射,2
噴気,2
噴水,2
噴流,2
噴火,2
噴煙,2
噴石,2
噴進,2
噴霧,2
囚人,2
四丁,2
四分,2
四則,2
四十,2
四千,2
四半,2
四国,2
四大,2
四天王,3
四季,2
四川,2
四手,2
四散,2
四方,2
四方八方,4
四方山,3
四方山話,4
四月馬鹿,4
四死球,3
四海,2
四球,2
四男,2
四百,2
四神,2
四股,2
四肢,2
四苦,2
四葉,2
四角,2
四角四面,4
四足,2
四辺,2
四通八達,4
四隅,2
四面,2
四面避歌,4
四駆,2
回付,2
回勅,2
回収,2
回向,2
回国,2
回天,2
回帰,2
回廊,2
回復,2
回心,2
回忌,2
回想,2
回折,2
回教,2
回数,2
回文,2
回旋,2
回族,2
回春,2
回生,2
回答,2
回線,2
回航,2
回虫,2
回覧,2
回読,2
回路,2
回転,2
回転扉,3
回転木馬,4
回送,2
回遊,2
回避,2
回鍋肉,3
回頭,2
回顧,2
因子,2
因数,2
因果,2
因果癒報,4
因縁,2
因習,2
団交,2
団体,2
団体戦,3
団体旅行,4
団体行動,4
団員,2
団地,2
団地族,3
団塊,2
団子,2
団扇,2
団結,2
団結権,3
団長,2
困惑,2
困窮,2
困難,2
囲炉裏,3
囲碁,2
図上,2
図中,2
図会,2
図体,2
図像,2
図南,2
図工,2
図巻,2
図師,2
図式,2
図形,2
図星,2
図書,2
図書券,3
図書学,3
図書目録,4
図書館,3
図書館法,4
図柄,2
図案,2
図法,2
図版,2
図画,2
図画工作,4
図示,2
図絵,2
図表,2
図解,2
図説,2
図譜,2
図録,2
図鑑,2
図面,2
固体,2
固化,2
固執,2
固守,2
固定,2
固形,2
固形食,3
固有,2
固着,2
固辞,2
国中,2
国主,2
国主大名,4
国事,2
国交,2
国交翻立,4
国人,2
国会,2
国会法,3
国会議事堂,5
国会議員,4
国会運営,4
国体,2
国使,2
国保,2
国債,2
国元,2
国光,2
国公私立,4
国公立,3
国公立大学,5
国公警,3
国内,2
国内外,3
国内線,3
国内関税,4
国分寺,3
国別,2
国利,2
国劇,2
国力,2
国労,2
国務,2
国務大臣,4
国務大騒,4
国務長官,4
国勢,2
国勢調査,4
国原,2
国史,2
国号,2
国司,2
国名,2
国営,2
国営事業,4
国土,2
国土計画,4
国境,2
国士,2
国士無双,4
国外,2
国大,2
国大名,3
国奉行,3
国威,2
国子学,3
国字,2
国字本,3
国学,2
国学者,3
国守,2
国定,2
国定公園,4
国宝,2
国家,2
国家権力,4
国家法,3
国家管理,4
国家老,3
国家覆,3
国家連合,4
国富,2
国対,2
国展国家,4
国師,2
国府,2
国庫,2
国庫金,3
国廉,2
国役,2
国情,2
国慶,2
国手,2
国手形,3
国技,2
国政,2
国教,2
国数,2
国文,2
国文学,3
国文法,3
国方,2
国旗,2
国是,2
国曇,2
国書,2
国有,2
国有化,3
国有地,3
国有林,3
国有鉄道,4
国本,2
国権,2
国歌,2
国歩,2
国母,2
国民,2
国民主権,4
国民国家,4
国民宿舎,4
国民審査,4
国民年金,4
国民感情,4
国民文学,4
国民緩金,4
国民負担率,5
国法,2
国法学,3
国法銀行,4
国津神,3
国父,2
国王,2
国璽,2
国産,2
国産品,3
国産車,3
国用,2
国画,2
国益,2
国税,2
国立,2
国立大学,4
国立銀行,4
国章,2
国策,2
国籍,2
国粋,2
国細工,3
国者,2
国花,2
国華,2
国葬,2
国衆,2
国表,2
国覇,2
国言葉,3
国訓,2
国記,2
国許,2
国詩,2
国語,2
国語学,3
国語科,3
国語辞典,4
国論,2
国財,2
国費,2
国資,2
国賊,2
国賓,2
国軍,2
国造,2
国連,2
国運,2
国道,2
国選,2
国郡,2
国都,2
国鉄,2
国防,2
国際,2
国際人,3
国際会議,4
国際化,3
国際年,3
国際法,3
国際空港,4
国際語,3
国際通信,4
国際連合,4
国際運河,4
国際電話,4
国難,2
国電,2
国響,2
国領,2
国風,2
国風文化,4
圏内,2
圏域,2
圏外,2
圏谷,2
園児,2
園内,2
園地,2
園生,2
園舎,2
園芸,2
園芸農業,4
園路,2
園遊会,3
園長,2
園長先生,4
土下座,3
土中,2
土人,2
土佐,2
土俗,2
土俵,2
土倉,2
土偶,2
土台,2
土器,2
土地,2
土地利用図,5
土地勘,3
土地収用,4
土地国有,4
土地成金,4
土地柄,3
土地言葉,4
土地負担,4
土塁,2
土壁,2
土壇場,3
土壌,2
土工,2
土建,2
土手,2
土手鍋,3
土方,2
土日,2
土星,2
土曜,2
土木,2
土木通,3
土橋,2
土気,2
土気色,3
土産,2
土産品,3
土産物,3
土産話,3
土用,2
土用波,3
土着,2
土石,2
土石流,3
土砂,2
土神,2
土竜,2
土筆,2
土管,2
土耳古,3
土色,2
土葬,2
土蔵,2
土製,2
土豪,2
土質,2
土足,2
土鍋,2
土門,2
土間,2
圧倒,2
圧出,2
圧制,2
圧力,2
圧力計,3
圧力鍋,3
圧勝,2
圧巻,2
圧延,2
圧搾,2
圧政,2
圧死,2
圧着,2
圧縮,2
圧迫,2
圧電,2
在世,2
在中,2
在京,2
在任,2
在位,2
在住,2
在処,2
在勤,2
在台,2
在国,2
在地,2
在外,2
在学,2
在宅,2
在官,2
在家,2
在庫,2
在庫管理,4
在所,2
在日,2
在来,2
在校,2
在特,2
在留,2
在籍,2
在米,2
在職,2
在郷,2
在野,2
在銘,2
在阪,2
在韓,2
地上,2
地上植欄,4
地上植物,4
地上権,3
地上波,3
地上風,3
地下,2
地下室,3
地下工作,4
地下水,3
地下水面,4
地下活動,4
地下線路,4
地下足袋,4
地下運動,4
地下道,3
地下鉄,3
地下鉄道,4
地中,2
地中根,3
地中海,3
地中線路,4
地主,2
地久,2
地代,2
地位,2
地侍,2
地価,2
地元,2
地先,2
地内,2
地出来,3
地割,2
地力,2
地動,2
地動説,3
地勢,2
地区,2
地区大会,4
地厚,2
地口,2
地合,2
地名,2
地吹雪,3
地味,2
地団譲,3
地団駄,3
地図,2
地域,2
地域手当,4
地場,2
地場産業,4
地声,2
地外,2
地大,2
地天,2
地奉行,3
地子,2
地学,2
地層,2
地山,2
地峡,2
地帯,2
地平,2
地平線,3
地平面,3
地底,2
地引,2
地形,2
地形学,3
地心,2
地心地平,4
地所,2
地文,2
地文学,3
地方,2
地方分権,4
地方文書,4
地方時,3
地方書,3
地方気象台,5
地方版,3
地方紙,3
地方自治体,5
地方色,3
地方行政,4
地方道,3
地方銀行,4
地検,2
地権者,3
地欄,2
地歌,2
地歩,2
地歴,2
地殻,2
地毛,2
地気,2
地水,2
地水火風,4
地溝,2
地点,2
地熱,2
地熱発電,4
地物,2
地獄,2
地獄耳,3
地球,2
地球人,3
地球儀,3
地球外知的生命体,8
地球科学,4
地理,2
地理学,3
地理学者,4
地産,2
地番,2
地異,2
地百足,3
地盤,2
地目,2
地相,2
地磁気,3
地神,2
地租,2
地竣,2
地箋,2
地籍,2
地紙形,3
地練,2
地縁,2
地縛,2
地肌,2
地色,2
地蔵,2
地衝,2
地衣,2
地表,2
地表植物,4
地表水,3
地表風,3
地裁,2
地覆公勝員,5
地誌,2
地象,2
地質,2
地質学,3
地質工学,4
地車,2
地軸,2
地道,2
地酒,2
地金,2
地鉄,2
地銀,2
地階,2
地雨,2
地雷,2
地電流,3
地震,2
地面,2
地頭,2
地魚,2
地鳥,2
地鶏,2
坂東,2
坂路,2
坂道,2
均一,2
均一料金,4
均整,2
均等,2
均衡,2
均質,2
坊主,2
坑内,2
坑口,2
坑夫,2
坑道,2
垂下,2
垂中,2
垂木,2
垂水,2
垂直,2
垂線,2
垂間代,3
型式,2
型枠,2
型番,2
型紙,2
垣根,2
埋没,2
埋立,2
埋葬,2
埋蔵,2
埋設,2
城下,2
城下町,3
城中,2
城主,2
城代,2
城代家老,4
城兵,2
城内,2
城地,2
城塞,2
城壁,2
城外,2
城将,2
城山,2
城市,2
城跡,2
城郭,2
城門,2
城館,2
域内,2
域外,2
執事,2
執刀,2
執務,2
執心,2
執念,2
執政,2
執権,2
執着,2
執筆,2
執行,2
培地,2
培養,2
基地,2
基壇,2
基層,2
基幹,2
基底,2
基数,2
基本,2
基本料金,4
基材,2
基板,2
基準,2
基準面,3
基点,2
基盤,2
基督,2
基礎,2
基線,2
基調,2
基質,2
基軸,2
基部,2
基金,2
埼玉,2
堀切,2
堀割,2
堀川,2
堀江,2
堀端,2
堂上,2
堂下,2
堂塔,2
堂宇,2
堅信,2
堅固,2
堅守,2
堅実,2
堅持,2
堅果,2
堅気,2
堅物,2
堅調,2
堆積,2
堆肥,2
堕天,2
堕胎,2
堕落,2
堤体,2
堤防,2
堪忍,2
堪能,2
